email,user_name,domain_name,birth_year,length,has_dot,has_hyphen,has_underscore,has_capital,has_special
Adaline.Mills@gmail.com,Adaline.Mills,gmail.com,,13,True,False,False,True,True
Zoie73@outlook.com,Zoie73,outlook.com,1973.0,6,False,False,False,True,False
jacob_green2005@yahoo.com,jacob_green2005,yahoo.com,2005.0,15,False,False,True,False,True
sophia.adams@yahoo.com,sophia.adams,yahoo.com,,12,True,False,False,False,True
samuel.morgan@gmail.com,samuel.morgan,gmail.com,,13,True,False,False,False,True
matthew.adams@protonmail.com,matthew.adams,protonmail.com,,13,True,False,False,False,True
Zita.Herman35@outlook.com,Zita.Herman35,outlook.com,1935.0,13,True,False,False,True,True
Darrel_Roberts15@protonmail.com,Darrel_Roberts15,protonmail.com,,16,False,False,True,True,True
Nathen.Boehm@protonmail.com,Nathen.Boehm,protonmail.com,,12,True,False,False,True,True
lily.thompson57@aol.com,lily.thompson57,aol.com,1957.0,15,True,False,False,False,True
noah5563@yahoo.com,noah5563,yahoo.com,1955.0,8,False,False,False,False,False
adam.henderson32@gmail.com,adam.henderson32,gmail.com,1932.0,16,True,False,False,False,True
andrew36_burn@hotmail.com,andrew36_burn,hotmail.com,1936.0,13,False,False,True,False,True
Jayden48@mail.com,Jayden48,mail.com,1948.0,8,False,False,False,True,False
Patrick.Johnston@aol.com,Patrick.Johnston,aol.com,,16,True,False,False,True,True
Julien_Mayert51@aol.com,Julien_Mayert51,aol.com,1951.0,15,False,False,True,True,True
matthew.baker@hotmail.com,matthew.baker,hotmail.com,,13,True,False,False,False,True
Sofia64@mail.com,Sofia64,mail.com,1964.0,7,False,False,False,True,False
Meredith_Hansen@gmail.com,Meredith_Hansen,gmail.com,,15,False,False,True,True,True
2003_samuel_white@organization.org,2003_samuel_white,organization.org,2003.0,17,False,False,True,False,True
amanda.king99@hotmail.com,amanda.king99,hotmail.com,1999.0,13,True,False,False,False,True
Nora_Turcotte@icloud.com,Nora_Turcotte,icloud.com,,13,False,False,True,True,True
Hailee_Kuhic58@aol.com,Hailee_Kuhic58,aol.com,1958.0,14,False,False,True,True,True
daniel.taylor88@outlook.com,daniel.taylor88,outlook.com,1988.0,15,True,False,False,False,True
Melody.OReilly32@tutanota.com,Melody.OReilly32,tutanota.com,1932.0,16,True,False,False,True,True
paul.baker@aol.com,paul.baker,aol.com,,10,True,False,False,False,True
Frank_Herzog@tutanota.com,Frank_Herzog,tutanota.com,,12,False,False,True,True,True
michael_93.johnson@college.edu,michael_93.johnson,college.edu,1993.0,18,True,False,True,False,True
james21_shine@gmail.com,james21_shine,gmail.com,1921.0,13,False,False,True,False,True
madeline.ross05@aol.com,madeline.ross05,aol.com,2005.0,15,True,False,False,False,True
Pansy17@protonmail.com,Pansy17,protonmail.com,,7,False,False,False,True,False
amanda_williams12356@icloud.com,amanda_williams12356,icloud.com,1923.0,20,False,False,True,False,True
stephen.morris@yahoo.com,stephen.morris,yahoo.com,,14,True,False,False,False,True
david.clark@protonmail.com,david.clark,protonmail.com,,11,True,False,False,False,True
caleb.phillips67@icloud.com,caleb.phillips67,icloud.com,1967.0,16,True,False,False,False,True
1987_rachel.s@gmail.com,1987_rachel.s,gmail.com,1987.0,13,True,False,True,False,True
margaret.anderson1782@gmail.com,margaret.anderson1782,gmail.com,1978.0,21,True,False,False,False,True
matthew.lewis@gmail.com,matthew.lewis,gmail.com,,13,True,False,False,False,True
Carlie.Conroy@aol.com,Carlie.Conroy,aol.com,,13,True,False,False,True,True
claire81_flicker@yahoo.com,claire81_flicker,yahoo.com,1981.0,16,False,False,True,False,True
joshua.bell00@gmail.com,joshua.bell00,gmail.com,2000.0,13,True,False,False,False,True
mason.watson04@hotmail.com,mason.watson04,hotmail.com,2004.0,14,True,False,False,False,True
victoria_kelly2003@protonmail.com,victoria_kelly2003,protonmail.com,2003.0,18,False,False,True,False,True
jason.barnes90@gmail.com,jason.barnes90,gmail.com,1990.0,14,True,False,False,False,True
simon.peters@hotmail.com,simon.peters,hotmail.com,,12,True,False,False,False,True
martha.young1792@gmail.com,martha.young1792,gmail.com,1979.0,16,True,False,False,False,True
Nikolas54@outlook.com,Nikolas54,outlook.com,1954.0,9,False,False,False,True,False
caleb78_bright@icloud.com,caleb78_bright,icloud.com,1978.0,14,False,False,True,False,True
james_jones10000@gmail.com,james_jones10000,gmail.com,2000.0,16,False,False,True,False,True
Carroll_Armstrong92@mail.com,Carroll_Armstrong92,mail.com,1992.0,19,False,False,True,True,True
Annabelle.Schaden-Jakubowski82@icloud.com,Annabelle.Schaden-Jakubowski82,icloud.com,1982.0,30,True,True,False,True,True
mary.james@icloud.com,mary.james,icloud.com,,10,True,False,False,False,True
megan_wilson4321@hotmail.com,megan_wilson4321,hotmail.com,1943.0,16,False,False,True,False,True
emily_clark.91@mail.service.com,emily_clark.91,mail.service.com,1991.0,14,True,False,True,False,True
Kaleigh72@mail.com,Kaleigh72,mail.com,1972.0,9,False,False,False,True,False
Jed_Gutmann-Heidenreich18@protonmail.com,Jed_Gutmann-Heidenreich18,protonmail.com,,25,False,True,True,True,True
james.jones00@gmail.com,james.jones00,gmail.com,2000.0,13,True,False,False,False,True
tyler_hayes1986@gmail.com,tyler_hayes1986,gmail.com,1986.0,15,False,False,True,False,True
thomas.hall@gmail.com,thomas.hall,gmail.com,,11,True,False,False,False,True
Claudia.Osinski-Pollich46@gmail.com,Claudia.Osinski-Pollich46,gmail.com,1946.0,25,True,True,False,True,True
john.smith@gmail.com,john.smith,gmail.com,,10,True,False,False,False,True
andrew.james64@hotmail.com,andrew.james64,hotmail.com,1964.0,14,True,False,False,False,True
logan_1095johnson@outlook.com,logan_1095johnson,outlook.com,1995.0,17,False,False,True,False,True
Rhea.Gislason63@mail.com,Rhea.Gislason63,mail.com,1963.0,15,True,False,False,True,True
Gerson.Feest71@gmail.com,Gerson.Feest71,gmail.com,1971.0,14,True,False,False,True,True
carter.james99@hotmail.com,carter.james99,hotmail.com,1999.0,14,True,False,False,False,True
Cali_Zieme24@aol.com,Cali_Zieme24,aol.com,1924.0,12,False,False,True,True,True
joseph.adams@gmail.com,joseph.adams,gmail.com,,12,True,False,False,False,True
lily_thompson5678@aol.com,lily_thompson5678,aol.com,1956.0,17,False,False,True,False,True
Julianne_Larkin39@yahoo.com,Julianne_Larkin39,yahoo.com,1939.0,17,False,False,True,True,True
daniel_clark@icloud.com,daniel_clark,icloud.com,,12,False,False,True,False,True
stephanie.2002clark@gmail.com,stephanie.2002clark,gmail.com,2002.0,19,True,False,False,False,True
laura.baker45@icloud.com,laura.baker45,icloud.com,1945.0,13,True,False,False,False,True
robert23_spark@protonmail.com,robert23_spark,protonmail.com,1923.0,14,False,False,True,False,True
Jewell.Stark@aol.com,Jewell.Stark,aol.com,,12,True,False,False,True,True
Shyann_Herzog14@aol.com,Shyann_Herzog14,aol.com,,15,False,False,True,True,True
megan_patel1994@gmail.com,megan_patel1994,gmail.com,1994.0,15,False,False,True,False,True
ethan_bell1988@gmail.com,ethan_bell1988,gmail.com,1988.0,14,False,False,True,False,True
ryan_watson2001@hotmail.com,ryan_watson2001,hotmail.com,2001.0,15,False,False,True,False,True
christopher89_bell@sub.company.com,christopher89_bell,sub.company.com,1989.0,18,False,False,True,False,True
Shaniya11@gmail.com,Shaniya11,gmail.com,,9,False,False,False,True,False
Aurore29@tutanota.com,Aurore29,tutanota.com,1929.0,8,False,False,False,True,False
matthew.hill1802@gmail.com,matthew.hill1802,gmail.com,1980.0,16,True,False,False,False,True
Jordi_Aufderhar56@gmail.com,Jordi_Aufderhar56,gmail.com,1956.0,17,False,False,True,True,True
caleb.phillips67@icloud.com,caleb.phillips67,icloud.com,1967.0,16,True,False,False,False,True
tyler.hayes86@gmail.com,tyler.hayes86,gmail.com,1986.0,13,True,False,False,False,True
Cayla82@tutanota.com,Cayla82,tutanota.com,1982.0,7,False,False,False,True,False
zoe_bryant43219@aol.com,zoe_bryant43219,aol.com,1943.0,15,False,False,True,False,True
Heaven8@yahoo.com,Heaven8,yahoo.com,,7,False,False,False,True,False
Tyler_Walter@gmail.com,Tyler_Walter,gmail.com,,12,False,False,True,True,True
ryan.watson01@hotmail.com,ryan.watson01,hotmail.com,2001.0,13,True,False,False,False,True
david_2000@aol.com,david_2000,aol.com,2000.0,10,False,False,True,False,True
margaret.harris@outlook.com,margaret.harris,outlook.com,,15,True,False,False,False,True
Johnpaul.Robel68@tutanota.com,Johnpaul.Robel68,tutanota.com,1968.0,16,True,False,False,True,True
alice_3890.brown@.company.co.uk,alice_3890.brown,.company.co.uk,1938.0,16,True,False,True,False,True
hailey_price1239@protonmail.com,hailey_price1239,protonmail.com,1923.0,16,False,False,True,False,True
rachel_evans2006@gmail.com,rachel_evans2006,gmail.com,2006.0,16,False,False,True,False,True
chris_lee8769@hotmail.com,chris_lee8769,hotmail.com,1987.0,13,False,False,True,False,True
Napoleon_Braun@protonmail.com,Napoleon_Braun,protonmail.com,,14,False,False,True,True,True
olivia24_flash@gmail.com,olivia24_flash,gmail.com,1924.0,14,False,False,True,False,True
michael.wilson@aol.com,michael.wilson,aol.com,,14,True,False,False,False,True
mary.bryant@outlook.com,mary.bryant,outlook.com,,11,True,False,False,False,True
Dangelo.Gorczany30@aol.com,Dangelo.Gorczany30,aol.com,1930.0,18,True,False,False,True,True
Gianni72@outlook.com,Gianni72,outlook.com,1972.0,8,False,False,False,True,False
henry.thomas1693@gmail.com,henry.thomas1693,gmail.com,1969.0,16,True,False,False,False,True
lucy.green1749@gmail.com,lucy.green1749,gmail.com,1974.0,14,True,False,False,False,True
david.thomas@gmail.com,david.thomas,gmail.com,,12,True,False,False,False,True
anna.hall87@yahoo.com,anna.hall87,yahoo.com,1987.0,11,True,False,False,False,True
Dejuan_Herzog47@icloud.com,Dejuan_Herzog47,icloud.com,1947.0,15,False,False,True,True,True
olivia.smith999@yahoo.com,olivia.smith999,yahoo.com,1999.0,15,True,False,False,False,True
Alanna.Connelly84@outlook.com,Alanna.Connelly84,outlook.com,1984.0,17,True,False,False,True,True
Queenie55@gmail.com,Queenie55,gmail.com,1955.0,9,False,False,False,True,False
mary.miller@gmail.com,mary.miller,gmail.com,,11,True,False,False,False,True
hailey.sanders67@gmail.com,hailey.sanders67,gmail.com,1967.0,16,True,False,False,False,True
joshua_carter1980@gmail.com,joshua_carter1980,gmail.com,1980.0,17,False,False,True,False,True
james.walker@outlook.com,james.walker,outlook.com,,12,True,False,False,False,True
Cassandra_Flatley54@gmail.com,Cassandra_Flatley54,gmail.com,1954.0,19,False,False,True,True,True
william.green@aol.com,william.green,aol.com,,13,True,False,False,False,True
sarah.miller@protonmail.com,sarah.miller,protonmail.com,,12,True,False,False,False,True
nathan.brooks@icloud.com,nathan.brooks,icloud.com,,13,True,False,False,False,True
Delphine8@tutanota.com,Delphine8,tutanota.com,,9,False,False,False,True,False
Adela_Mertz@mail.com,Adela_Mertz,mail.com,,11,False,False,True,True,True
alexis.cooper92@gmail.com,alexis.cooper92,gmail.com,1992.0,15,True,False,False,False,True
jason_brown1985@gmail.com,jason_brown1985,gmail.com,1985.0,15,False,False,True,False,True
daniel.phillips@hotmail.com,daniel.phillips,hotmail.com,,15,True,False,False,False,True
amelia.simmons@yahoo.com,amelia.simmons,yahoo.com,,14,True,False,False,False,True
Jonatan.Kassulke@gmail.com,Jonatan.Kassulke,gmail.com,,16,True,False,False,True,True
ben_4561doe@gmail.com,ben_4561doe,gmail.com,1945.0,11,False,False,True,False,True
jason.barnes90@gmail.com,jason.barnes90,gmail.com,1990.0,14,True,False,False,False,True
laura1990_davis@gmail.com,laura1990_davis,gmail.com,1990.0,15,False,False,True,False,True
Oleta44@protonmail.com,Oleta44,protonmail.com,1944.0,7,False,False,False,True,False
olivia2003_clark@hotmail.com,olivia2003_clark,hotmail.com,2003.0,16,False,False,True,False,True
anna1999@outlook.com,anna1999,outlook.com,1999.0,8,False,False,False,False,False
rachel.perez45@icloud.com,rachel.perez45,icloud.com,1945.0,14,True,False,False,False,True
Juston81@outlook.com,Juston81,outlook.com,1981.0,8,False,False,False,True,False
Percy92@protonmail.com,Percy92,protonmail.com,1992.0,7,False,False,False,True,False
Markus.Goldner41@gmail.com,Markus.Goldner41,gmail.com,1941.0,16,True,False,False,True,True
daniel_scott1980@outlook.com,daniel_scott1980,outlook.com,1980.0,16,False,False,True,False,True
Adelle_Rolfson24@gmail.com,Adelle_Rolfson24,gmail.com,1924.0,16,False,False,True,True,True
daniel.wood@outlook.com,daniel.wood,outlook.com,,11,True,False,False,False,True
catherine.allen@icloud.com,catherine.allen,icloud.com,,15,True,False,False,False,True
Janae99@gmail.com,Janae99,gmail.com,1999.0,7,False,False,False,True,False
edward.walker1756@gmail.com,edward.walker1756,gmail.com,1975.0,17,True,False,False,False,True
laura88_smith@yahoo.com,laura88_smith,yahoo.com,1988.0,13,False,False,True,False,True
susan.green@yahoo.com,susan.green,yahoo.com,,11,True,False,False,False,True
Gerson_Larson99@gmail.com,Gerson_Larson99,gmail.com,1999.0,15,False,False,True,True,True
Marianna_Pfeffer@gmail.com,Marianna_Pfeffer,gmail.com,,16,False,False,True,True,True
Zackery_Rippin91@gmail.com,Zackery_Rippin91,gmail.com,1991.0,16,False,False,True,True,True
Moshe_Hilpert@tutanota.com,Moshe_Hilpert,tutanota.com,,13,False,False,True,True,True
eliza.jackson@hotmail.com,eliza.jackson,hotmail.com,,13,True,False,False,False,True
abigail_cook1992@gmail.com,abigail_cook1992,gmail.com,1992.0,16,False,False,True,False,True
john.doe1990@sub.domain.com,john.doe1990,sub.domain.com,1990.0,12,True,False,False,False,True
robert_white1990@gmail.com,robert_white1990,gmail.com,1990.0,16,False,False,True,False,True
anna@harris@icloud.com,anna@harris,icloud.com,,11,False,False,False,False,True
sophia87_blaze@outlook.com,sophia87_blaze,outlook.com,1987.0,14,False,False,True,False,True
hannah.bryant@aol.com,hannah.bryant,aol.com,,13,True,False,False,False,True
kevin57_flame@outlook.com,kevin57_flame,outlook.com,1957.0,13,False,False,True,False,True
sophia.jones03@gmail.com,sophia.jones03,gmail.com,2003.0,14,True,False,False,False,True
hailey88_flame@protonmail.com,hailey88_flame,protonmail.com,1988.0,14,False,False,True,False,True
Julien80@tutanota.com,Julien80,tutanota.com,1980.0,8,False,False,False,True,False
Gretchen.Nikolaus33@gmail.com,Gretchen.Nikolaus33,gmail.com,1933.0,19,True,False,False,True,True
samuel.morgan@gmail.com,samuel.morgan,gmail.com,,13,True,False,False,False,True
emily_smith2006@outlook.com,emily_smith2006,outlook.com,2006.0,15,False,False,True,False,True
Olaf_Marks64@gmail.com,Olaf_Marks64,gmail.com,1964.0,12,False,False,True,True,True
peter.jackson@aol.com,peter.jackson,aol.com,,13,True,False,False,False,True
simon.ward@protonmail.com,simon.ward,protonmail.com,,10,True,False,False,False,True
Buck.Mohr@gmail.com,Buck.Mohr,gmail.com,,9,True,False,False,True,True
Carolina.Zieme66@aol.com,Carolina.Zieme66,aol.com,1966.0,16,True,False,False,True,True
daniel1998_scott@outlook.com,daniel1998_scott,outlook.com,1998.0,16,False,False,True,False,True
zoe7548_anderson@protonmail.com,zoe7548_anderson,protonmail.com,1975.0,16,False,False,True,False,True
daniel.scott80@outlook.com,daniel.scott80,outlook.com,1980.0,14,True,False,False,False,True
Frances.Zulauf@gmail.com,Frances.Zulauf,gmail.com,,14,True,False,False,True,True
Percy92@protonmail.com,Percy92,protonmail.com,1992.0,7,False,False,False,True,False
hannah.james1741@gmail.com,hannah.james1741,gmail.com,1974.0,16,True,False,False,False,True
chloe872_flare@gmail.com,chloe872_flare,gmail.com,1987.0,14,False,False,True,False,True
susan.young@gmail.com,susan.young,gmail.com,,11,True,False,False,False,True
dylan1990_richards@gmail.com,dylan1990_richards,gmail.com,1990.0,18,False,False,True,False,True
andrew1994_turner@hotmail.com,andrew1994_turner,hotmail.com,1994.0,17,False,False,True,False,True
elijah_6230@gmail.com,elijah_6230,gmail.com,1962.0,11,False,False,True,False,True
mason_watson2004@hotmail.com,mason_watson2004,hotmail.com,2004.0,16,False,False,True,False,True
Bertha.Vandervort54@outlook.com,Bertha.Vandervort54,outlook.com,1954.0,19,True,False,False,True,True
daniel_king1998@gmail.com,daniel_king1998,gmail.com,1998.0,15,False,False,True,False,True
Kamryn59@icloud.com,Kamryn59,icloud.com,1959.0,8,False,False,False,True,False
Maud.Satterfield@gmail.com,Maud.Satterfield,gmail.com,,16,True,False,False,True,True
emma.walker@icloud.com,emma.walker,icloud.com,,11,True,False,False,False,True
mary.jones@outlook.com,mary.jones,outlook.com,,10,True,False,False,False,True
nancy.baker@outlook.com,nancy.baker,outlook.com,,11,True,False,False,False,True
daniel_taylor1988@outlook.com,daniel_taylor1988,outlook.com,1988.0,17,False,False,True,False,True
Nestor.Hahn52@gmail.com,Nestor.Hahn52,gmail.com,1952.0,13,True,False,False,True,True
sophia.brown1684@gmail.com,sophia.brown1684,gmail.com,1968.0,16,True,False,False,False,True
Joel32@outlook.com,Joel32,outlook.com,1932.0,6,False,False,False,True,False
Domenic_Hudson95@gmail.com,Domenic_Hudson95,gmail.com,1995.0,16,False,False,True,True,True
david2097@hotmail.com,david2097,hotmail.com,1920.0,9,False,False,False,False,False
Lamont37@gmail.com,Lamont37,gmail.com,1937.0,8,False,False,False,True,False
ethan.white02@protonmail.com,ethan.white02,protonmail.com,2002.0,13,True,False,False,False,True
Cheyanne.Rippin@aol.com,Cheyanne.Rippin,aol.com,,15,True,False,False,True,True
Darrel_Roberts15@protonmail.com,Darrel_Roberts15,protonmail.com,,16,False,False,True,True,True
henry.jackson@yahoo.com,henry.jackson,yahoo.com,,13,True,False,False,False,True
edward.king@protonmail.com,edward.king,protonmail.com,,11,True,False,False,False,True
nathan.martin04@gmail.com,nathan.martin04,gmail.com,2004.0,15,True,False,False,False,True
daniel.wood@outlook.com,daniel.wood,outlook.com,,11,True,False,False,False,True
Sunny_Nader@yahoo.com,Sunny_Nader,yahoo.com,,11,False,False,True,True,True
Erling_Runolfsdottir@outlook.com,Erling_Runolfsdottir,outlook.com,,20,False,False,True,True,True
adam2004_henderson@gmail.com,adam2004_henderson,gmail.com,2004.0,18,False,False,True,False,True
alice.bell@hotmail.com,alice.bell,hotmail.com,,10,True,False,False,False,True
ethan_hughes1001@protonmail.com,ethan_hughes1001,protonmail.com,2000.0,16,False,False,True,False,True
lily3456@protonmail.com,lily3456,protonmail.com,1934.0,8,False,False,False,False,False
Reggie_Greenholt34@gmail.com,Reggie_Greenholt34,gmail.com,1934.0,18,False,False,True,True,True
laura.james@gmail.com,laura.james,gmail.com,,11,True,False,False,False,True
lucy.adams@protonmail.com,lucy.adams,protonmail.com,,10,True,False,False,False,True
Blanche44@outlook.com,Blanche44,outlook.com,1944.0,9,False,False,False,True,False
eliza.thomas@outlook.com,eliza.thomas,outlook.com,,12,True,False,False,False,True
Linnie78@mail.com,Linnie78,mail.com,1978.0,8,False,False,False,True,False
john_smith@yahoo.com,john_smith,yahoo.com,,10,False,False,True,False,True
joseph.green@hotmail.com,joseph.green,hotmail.com,,12,True,False,False,False,True
david.young@icloud.com,david.young,icloud.com,,11,True,False,False,False,True
